[Zone]  ID=port28; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=True; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=KP-Festival1Intro; travelSongVolume=1; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.4; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=8; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=pDirt; zoneGrassPalette=overworld3; zoneGrassDarkPalette=overworld1; zoneStonePalette=p2; zoneStoneDarkPalette=p2; zoneStoneLightPalette=p13; zoneWaterPalette=pBlue2; zoneDirtDarkPalette=pDirt; zoneWoodPalette=pYellow5; zoneWoodDarkPalette=pYellow5; zoneMisc1Palette=p13; zoneMisc2Palette=p9; zoneMisc3Palette=p49; zoneMisc4Palette=pTeal2; zoneMisc5Palette=pRedbrown; zoneMisc6Palette=pOrange; zoneMisc7Palette=pGrey5; zoneMisc8Palette=p13; 

combatMode=False; 

[Item] ID=roof_black; q=1; x=8; y=53;
[Item] ID=roof_black; q=1; x=11; y=54;
[Item] ID=roof_black; q=1; oX=0; oY=-10; x=11; y=54;
[Item] ID=roof_black; q=1; x=11; y=55;
[Item] ID=blockedLoE; q=1; x=11; y=55;
[Item] ID=roof_black; q=1; x=11; y=56;
[Item] ID=roof_black; q=1; oX=0; oY=12; x=11; y=56;
[Item] ID=cantBlackenTile; q=1; x=11; y=57;
[Item] ID=cantBlackenTile; q=1; x=11; y=58;
[Item] ID=cantBlackenTile; q=1; x=11; y=59;
[Item] ID=fence_W; q=1; r=-360; x=11; y=60;
[Item] ID=fence_W; q=1; x=11; y=61;
[Item] ID=fence_W; q=1; r=-360; x=11; y=62;
[Item] ID=fence_W; q=1; r=-360; x=11; y=63;
[Item] ID=fence_W; q=1; r=360; x=11; y=64;
[Item] ID=fence_SW; q=1; x=11; y=65;
[Item] ID=blockedLoE; q=1; x=12; y=16;
[Item] ID=blockedLoE; q=1; x=12; y=17;
[Item] ID=blockedLoE; q=1; x=12; y=18;
[Item] ID=blockedLoE; q=1; x=12; y=19;
[Item] ID=blockedLoE; q=1; x=12; y=20;
[Item] ID=blockedLoE; q=1; x=12; y=21;
[Item] ID=blockedLoE; q=1; x=12; y=22;
[Item] ID=blockedLoE; q=1; x=12; y=23;
[Item] ID=blockedLoE; q=1; x=12; y=24;
[Item] ID=blockedLoE; q=1; x=12; y=25;
[Item] ID=blockedLoE; q=1; x=12; y=26;
[Item] ID=blockedLoE; q=1; x=12; y=27;
[Item] ID=blockedLoE; q=1; x=12; y=28;
[Item] ID=blockedLoE; q=1; x=12; y=29;
[Item] ID=blockedLoE; q=1; x=12; y=30;
[Item] ID=blockedLoE; q=1; x=12; y=31;
[Item] ID=blockedLoE; q=1; x=12; y=32;
[Item] ID=blockedLoE; q=1; x=12; y=33;
[Item] ID=blockedLoE; q=1; x=12; y=34;
[Item] ID=blockedLoE; q=1; x=12; y=35;
[Item] ID=blockedLoE; q=1; x=12; y=36;
[Item] ID=blockedLoE; q=1; x=12; y=37;
[Item] ID=blockedLoE; q=1; x=12; y=38;
[Item] ID=blockedLoE; q=1; x=12; y=39;
[Item] ID=blockedLoE; q=1; x=12; y=40;
[Item] ID=blockedLoE; q=1; x=12; y=41;
[Item] ID=blockedLoE; q=1; x=12; y=42;
[Item] ID=blockedLoE; q=1; x=12; y=43;
[Item] ID=blockedLoE; q=1; x=12; y=44;
[Item] ID=blockedLoE; q=1; x=12; y=45;
[Item] ID=blockedLoE; q=1; x=12; y=46;
[Item] ID=blockedLoE; q=1; x=12; y=47;
[Item] ID=blockedLoE; q=1; x=12; y=48;
[Item] ID=blockedLoE; q=1; x=12; y=49;
[Item] ID=cantBlackenTile; q=1; x=12; y=53;
[Item] ID=roof_black; q=1; x=12; y=54;
[Item] ID=roof_black; q=1; oX=0; oY=-10; x=12; y=54;
[Item] ID=roof_black; q=1; oX=8; oY=-10; x=12; y=54;
[Item] ID=roof_black; q=1; oX=10; oY=0; x=12; y=54;
[Item] ID=roof_black; q=1; x=12; y=55;
[Item] ID=roof_black; q=1; oX=8; oY=0; x=12; y=55;
[Item] ID=roof_black; q=1; x=12; y=56;
[Item] ID=roof_black; q=1; oX=0; oY=10; x=12; y=56;
[Item] ID=roof_black; q=1; oX=6; oY=0; x=12; y=56;
[Item] ID=roof_black; q=1; oX=14; oY=0; x=12; y=56;
[Item] ID=roof_black; q=1; oX=12; oY=8; x=12; y=56;
[Item] ID=cantBlackenTile; q=1; x=12; y=57;
[Item] ID=posters; q=2; x=12; y=58;
[Item] ID=cantBlackenTile; q=1; x=12; y=58;
[Item] ID=posters; q=1; x=12; y=59;
[Item] ID=cantBlackenTile; q=1; x=12; y=59;
[Item] ID=pebbles2; q=1; x=12; y=61;
[Item] ID=fence_N; q=1; x=12; y=65;
[Item] ID=blockedLoE; q=1; x=13; y=16;
[Item] ID=blockedLoE; q=1; x=13; y=17;
[Item] ID=blockedLoE; q=1; x=13; y=18;
[Item] ID=blockedLoE; q=1; x=13; y=19;
[Item] ID=blockedLoE; q=1; x=13; y=20;
[Item] ID=blockedLoE; q=1; x=13; y=21;
[Item] ID=blockedLoE; q=1; x=13; y=22;
[Item] ID=blockedLoE; q=1; x=13; y=23;
[Item] ID=blockedLoE; q=1; x=13; y=24;
[Item] ID=blockedLoE; q=1; x=13; y=25;
[Item] ID=blockedLoE; q=1; x=13; y=26;
[Item] ID=blockedLoE; q=1; x=13; y=27;
[Item] ID=blockedLoE; q=1; x=13; y=28;
[Item] ID=blockedLoE; q=1; x=13; y=29;
[Item] ID=blockedLoE; q=1; x=13; y=30;
[Item] ID=blockedLoE; q=1; x=13; y=31;
[Item] ID=blockedLoE; q=1; x=13; y=32;
[Item] ID=blockedLoE; q=1; x=13; y=33;
[Item] ID=blockedLoE; q=1; x=13; y=34;
[Item] ID=blockedLoE; q=1; x=13; y=35;
[Item] ID=blockedLoE; q=1; x=13; y=36;
[Item] ID=blockedLoE; q=1; x=13; y=37;
[Item] ID=blockedLoE; q=1; x=13; y=38;
[Item] ID=blockedLoE; q=1; x=13; y=39;
[Item] ID=blockedLoE; q=1; x=13; y=40;
[Item] ID=blockedLoE; q=1; x=13; y=41;
[Item] ID=blockedLoE; q=1; x=13; y=42;
[Item] ID=blockedLoE; q=1; x=13; y=43;
[Item] ID=blockedLoE; q=1; x=13; y=44;
[Item] ID=blockedLoE; q=1; x=13; y=45;
[Item] ID=blockedLoE; q=1; x=13; y=46;
[Item] ID=blockedLoE; q=1; x=13; y=47;
[Item] ID=blockedLoE; q=1; x=13; y=48;
[Item] ID=blockedLoE; q=1; x=13; y=49;
[Item] ID=cantBlackenTile; q=1; x=13; y=53;
[Item] ID=cantBlackenTile; q=1; x=13; y=54;
[Item] ID=secretPassage_seethru; q=1; x=13; y=55;
[Item] ID=cantBlackenTile; q=1; x=13; y=55;
[Item] ID=secretPassage_seethru; q=1; x=13; y=56;
[Item] ID=cantBlackenTile; q=1; x=13; y=56;
[Item] ID=cantBlackenTile; q=1; x=13; y=57;
[Item] ID=wall_diagonalL1; q=1; r=360; x=13; y=58;
[Item] ID=cantBlackenTile; q=1; x=13; y=58;
[Item] ID=wall_diagonalL1; q=1; r=360; x=13; y=59;
[Item] ID=cantBlackenTile; q=1; x=13; y=59;
[Item] ID=fence_N; q=1; x=13; y=65;
[Item] ID=blockedLoE; q=1; x=14; y=16;
[Item] ID=blockedLoE; q=1; x=14; y=17;
[Item] ID=blockedLoE; q=1; x=14; y=18;
[Item] ID=blockedLoE; q=1; x=14; y=19;
[Item] ID=blockedLoE; q=1; x=14; y=20;
[Item] ID=blockedLoE; q=1; x=14; y=21;
[Item] ID=blockedLoE; q=1; x=14; y=22;
[Item] ID=blockedLoE; q=1; x=14; y=23;
[Item] ID=blockedLoE; q=1; x=14; y=24;
[Item] ID=blockedLoE; q=1; x=14; y=25;
[Item] ID=blockedLoE; q=1; x=14; y=26;
[Item] ID=blockedLoE; q=1; x=14; y=27;
[Item] ID=blockedLoE; q=1; x=14; y=28;
[Item] ID=blockedLoE; q=1; x=14; y=29;
[Item] ID=blockedLoE; q=1; x=14; y=30;
[Item] ID=blockedLoE; q=1; x=14; y=31;
[Item] ID=blockedLoE; q=1; x=14; y=32;
[Item] ID=blockedLoE; q=1; x=14; y=33;
[Item] ID=blockedLoE; q=1; x=14; y=34;
[Item] ID=blockedLoE; q=1; x=14; y=35;
[Item] ID=blockedLoE; q=1; x=14; y=36;
[Item] ID=blockedLoE; q=1; x=14; y=37;
[Item] ID=blockedLoE; q=1; x=14; y=38;
[Item] ID=blockedLoE; q=1; x=14; y=39;
[Item] ID=blockedLoE; q=1; x=14; y=40;
[Item] ID=blockedLoE; q=1; x=14; y=41;
[Item] ID=blockedLoE; q=1; x=14; y=42;
[Item] ID=blockedLoE; q=1; x=14; y=43;
[Item] ID=blockedLoE; q=1; x=14; y=44;
[Item] ID=blockedLoE; q=1; x=14; y=45;
[Item] ID=blockedLoE; q=1; x=14; y=46;
[Item] ID=blockedLoE; q=1; x=14; y=47;
[Item] ID=blockedLoE; q=1; x=14; y=48;
[Item] ID=blockedLoE; q=1; x=14; y=49;
[Item] ID=fade_f4; q=1; r=180; x=14; y=54;
[Item] ID=fade_f1; q=1; x=14; y=55;
[Item] ID=filth; q=1; r=90; x=14; y=56;
[Item] ID=debris_wood_dark; q=1; x=14; y=56;
[Item] ID=fade_f1; q=1; x=14; y=56;
[Item] ID=fade_f1_diag30; q=1; r=90; x=14; y=57;
[Item] ID=fade_f2_diag30; q=1; r=90; x=14; y=58;
[Item] ID=rocks1; q=1; x=14; y=59;
[Item] ID=pebbles1; q=1; x=14; y=64;
[Item] ID=fence_N; q=1; x=14; y=65;
[Item] ID=blockedLoE; q=1; x=15; y=16;
[Item] ID=blockedLoE; q=1; x=15; y=17;
[Item] ID=blockedLoE; q=1; x=15; y=18;
[Item] ID=blockedLoE; q=1; x=15; y=19;
[Item] ID=blockedLoE; q=1; x=15; y=20;
[Item] ID=cantBlackenTile; q=1; x=15; y=20;
[Item] ID=blockedLoE; q=1; x=15; y=21;
[Item] ID=cantBlackenTile; q=1; x=15; y=21;
[Item] ID=blockedLoE; q=1; x=15; y=22;
[Item] ID=cantBlackenTile; q=1; x=15; y=22;
[Item] ID=blockedLoE; q=1; x=15; y=23;
[Item] ID=cantBlackenTile; q=1; x=15; y=23;
[Item] ID=blockedLoE; q=1; x=15; y=24;
[Item] ID=cantBlackenTile; q=1; x=15; y=24;
[Item] ID=blockedLoE; q=1; x=15; y=25;
[Item] ID=cantBlackenTile; q=1; x=15; y=25;
[Item] ID=blockedLoE; q=1; x=15; y=26;
[Item] ID=cantBlackenTile; q=1; x=15; y=26;
[Item] ID=blockedLoE; q=1; x=15; y=27;
[Item] ID=blockedLoE; q=1; x=15; y=28;
[Item] ID=blockedLoE; q=1; x=15; y=29;
[Item] ID=blockedLoE; q=1; x=15; y=30;
[Item] ID=blockedLoE; q=1; x=15; y=31;
[Item] ID=blockedLoE; q=1; x=15; y=32;
[Item] ID=blockedLoE; q=1; x=15; y=33;
[Item] ID=blockedLoE; q=1; x=15; y=34;
[Item] ID=blockedLoE; q=1; x=15; y=35;
[Item] ID=blockedLoE; q=1; x=15; y=36;
[Item] ID=blockedLoE; q=1; x=15; y=37;
[Item] ID=blockedLoE; q=1; x=15; y=38;
[Item] ID=blockedLoE; q=1; x=15; y=39;
[Item] ID=blockedLoE; q=1; x=15; y=40;
[Item] ID=blockedLoE; q=1; x=15; y=41;
[Item] ID=blockedLoE; q=1; x=15; y=42;
[Item] ID=blockedLoE; q=1; x=15; y=43;
[Item] ID=blockedLoE; q=1; x=15; y=44;
[Item] ID=blockedLoE; q=1; x=15; y=45;
[Item] ID=blockedLoE; q=1; x=15; y=46;
[Item] ID=blockedLoE; q=1; x=15; y=47;
[Item] ID=blockedLoE; q=1; x=15; y=48;
[Item] ID=blockedLoE; q=1; x=15; y=49;
[Item] ID=fence_N; q=1; x=15; y=65;
[Item] ID=wall2_p; q=3; x=16; y=20;
[Item] ID=roof2_back; q=4; x=16; y=20;
[Item] ID=fade_s_roof3_faint; q=1; x=16; y=20;
[Item] ID=roof2_top_nice; q=4; x=16; y=21;
[Item] ID=fade_s_roof3_faint; q=1; x=16; y=21;
[Item] ID=chest_wood1_locked; q=1; oX=0; oY=-6; x=16; y=21; containerID=0;
[Item] ID=roof2_nice; q=4; x=16; y=22;
[Item] ID=fade_s_roof3_faint; q=1; x=16; y=22;
[Item] ID=roof2_nice; q=4; x=16; y=23;
[Item] ID=fade_s_roof3_faint; q=1; x=16; y=23;
[Item] ID=shelves_big_stuff4; q=1; x=16; y=23;
[Item] ID=roof2_nice; q=4; x=16; y=24;
[Item] ID=fade_s_roof3_faint; q=1; x=16; y=24;
[Item] ID=wall2_roof_p; q=3; x=16; y=25;
[Item] ID=fade_s_roof3_faint; q=1; x=16; y=25;
[Item] ID=stool3; q=1; x=16; y=25;
[Item] ID=item_cantGrabOrPlace; q=1; x=16; y=25;
[Item] ID=wall6_p; q=3; x=16; y=26;
[Item] ID=fade_f1; q=1; x=16; y=26;
[Item] ID=cantBlackenTile; q=1; x=16; y=26;
[Item] ID=fade_f1; q=1; x=16; y=27;
[Item] ID=fade_f4; q=1; r=270; x=16; y=27;
[Item] ID=fade_f12; q=1; r=90; x=16; y=27;
[Item] ID=fade_f1; q=1; x=16; y=28;
[Item] ID=fade_f4; q=1; r=270; x=16; y=28;
[Item] ID=fade_f12; q=1; r=90; x=16; y=28;
[Item] ID=fade_f1; q=1; x=16; y=29;
[Item] ID=fade_f4; q=1; r=270; x=16; y=29;
[Item] ID=fade_f12; q=1; r=90; x=16; y=29;
[Item] ID=fade_f1; q=1; x=16; y=30;
[Item] ID=fade_f4; q=1; r=270; x=16; y=30;
[Item] ID=fade_f12; q=1; r=90; x=16; y=30;
[Item] ID=fade_f1; q=1; x=16; y=31;
[Item] ID=fade_f4; q=1; r=270; x=16; y=31;
[Item] ID=fade_f12; q=1; r=90; x=16; y=31;
[Item] ID=fade_f1; q=1; x=16; y=32;
[Item] ID=fade_f4; q=1; r=270; x=16; y=32;
[Item] ID=fade_f12; q=1; r=90; x=16; y=32;
[Item] ID=fade_f1; q=1; x=16; y=33;
[Item] ID=fade_f4; q=1; r=270; x=16; y=33;
[Item] ID=fade_f12; q=1; r=90; x=16; y=33;
[Item] ID=fade_f1; q=1; x=16; y=34;
[Item] ID=fade_f4; q=1; r=270; x=16; y=34;
[Item] ID=fade_f12; q=1; r=90; x=16; y=34;
[Item] ID=fade_f1; q=1; x=16; y=35;
[Item] ID=fade_f4; q=1; r=270; x=16; y=35;
[Item] ID=fade_f12; q=1; r=90; x=16; y=35;
[Item] ID=fade_f1; q=1; x=16; y=36;
[Item] ID=fade_f4; q=1; r=270; x=16; y=36;
[Item] ID=fade_f12; q=1; r=90; x=16; y=36;
[Item] ID=fade_f1; q=1; x=16; y=37;
[Item] ID=fade_f4; q=1; r=270; x=16; y=37;
[Item] ID=fade_f12; q=1; r=90; x=16; y=37;
[Item] ID=fade_f1; q=1; x=16; y=38;
[Item] ID=fade_f4; q=1; r=270; x=16; y=38;
[Item] ID=fade_f12; q=1; r=90; x=16; y=38;
[Item] ID=fade_f1; q=1; x=16; y=39;
[Item] ID=fade_f4; q=1; r=270; x=16; y=39;
[Item] ID=fade_f12; q=1; r=90; x=16; y=39;
[Item] ID=fade_f1; q=1; x=16; y=40;
[Item] ID=fade_f4; q=1; r=270; x=16; y=40;
[Item] ID=fade_f12; q=1; r=90; x=16; y=40;
[Item] ID=fade_f1; q=1; x=16; y=41;
[Item] ID=fade_f4; q=1; r=270; x=16; y=41;
[Item] ID=fade_f12; q=1; r=90; x=16; y=41;
[Item] ID=fade_f1; q=1; x=16; y=42;
[Item] ID=fade_f4; q=1; r=270; x=16; y=42;
[Item] ID=fade_f12; q=1; r=90; x=16; y=42;
[Item] ID=fade_f1; q=1; x=16; y=43;
[Item] ID=fade_f4; q=1; r=270; x=16; y=43;
[Item] ID=fade_f12; q=1; r=90; x=16; y=43;
[Item] ID=fade_f1; q=1; x=16; y=44;
[Item] ID=fade_f4; q=1; r=270; x=16; y=44;
[Item] ID=fade_f12; q=1; r=90; x=16; y=44;
[Item] ID=fade_f1; q=1; x=16; y=45;
[Item] ID=fade_f4; q=1; r=270; x=16; y=45;
[Item] ID=fade_f12; q=1; r=90; x=16; y=45;
[Item] ID=fade_f1; q=1; x=16; y=46;
[Item] ID=fade_f4; q=1; r=270; x=16; y=46;
[Item] ID=fade_f12; q=1; r=90; x=16; y=46;
[Item] ID=fade_f1; q=1; x=16; y=47;
[Item] ID=fade_f4; q=1; r=270; x=16; y=47;
[Item] ID=fade_f12; q=1; r=90; x=16; y=47;
[Item] ID=fade_f1; q=1; x=16; y=48;
[Item] ID=fade_f4; q=1; r=270; x=16; y=48;
[Item] ID=fade_f12; q=1; r=90; x=16; y=48;
[Item] ID=fade_f1; q=1; x=16; y=49;
[Item] ID=fade_f4; q=1; r=270; x=16; y=49;
[Item] ID=fade_f12; q=1; r=90; x=16; y=49;
[Item] ID=fade_f1; q=1; x=16; y=50;
[Item] ID=fade_f4; q=1; r=270; x=16; y=50;
[Item] ID=fade_f12; q=1; r=90; x=16; y=50;
[Item] ID=fade_f1; q=1; x=16; y=51;
[Item] ID=fade_f4; q=1; r=270; x=16; y=51;
[Item] ID=fade_f12; q=1; r=90; x=16; y=51;
[Item] ID=fade_f1; q=1; x=16; y=52;
[Item] ID=fade_f4; q=1; r=270; x=16; y=52;
[Item] ID=fade_f12; q=1; r=90; x=16; y=52;
[Item] ID=fade_f1; q=1; x=16; y=53;
[Item] ID=fade_f4; q=1; r=270; x=16; y=53;
[Item] ID=fade_f12; q=1; r=90; x=16; y=53;
[Item] ID=wall1_style3_p; q=1; x=16; y=54;
[Item] ID=fade_f2_diag30; q=1; r=90; x=16; y=54;
[Item] ID=fade_f5; q=1; x=16; y=54;
[Item] ID=fade_s_diag_half1; q=1; r=-180; x=16; y=54;
[Item] ID=fade_s_diag_half2; q=1; r=-180; x=16; y=54;
[Item] ID=pebbles1; q=1; r=180; x=16; y=55;
[Item] ID=fence_SE; q=1; x=16; y=65;
[Item] ID=wall2_p; q=3; x=17; y=20;
[Item] ID=roof2_back; q=4; x=17; y=20;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=20;
[Item] ID=roof2_top_nice; q=4; x=17; y=21;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=21;
[Item] ID=shelves_big_stuff3; q=1; x=17; y=21;
[Item] ID=roof2_nice; q=4; x=17; y=22;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=22;
[Item] ID=roof2_nice; q=4; x=17; y=23;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=23;
[Item] ID=shelves_big_stuff3; q=1; r=-360; x=17; y=23;
[Item] ID=roof2_nice; q=4; x=17; y=24;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=24;
[Item] ID=shelves_big_stuff2; q=1; x=17; y=24;
[Item] ID=wall2_roof_p; q=3; x=17; y=25;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=25;
[Item] ID=wall6_p; q=3; x=17; y=26;
[Item] ID=fade_f1; q=1; x=17; y=26;
[Item] ID=cantBlackenTile; q=1; x=17; y=26;
[Item] ID=fade_f1; q=1; x=17; y=27;
[Item] ID=fade_f1; q=1; x=17; y=28;
[Item] ID=wall1_p; q=3; r=360; x=17; y=29;
[Item] ID=roof2_back; q=5; x=17; y=29;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=29;
[Item] ID=fade_f12; q=1; r=90; x=17; y=29;
[Item] ID=wall3_p; q=3; r=360; x=17; y=30;
[Item] ID=roof2_top_nice; q=5; x=17; y=30;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=30;
[Item] ID=fade_f12; q=1; r=90; x=17; y=30;
[Item] ID=wall3_p; q=3; r=360; x=17; y=31;
[Item] ID=roof2_nice; q=5; x=17; y=31;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=31;
[Item] ID=fade_f12; q=1; r=90; x=17; y=31;
[Item] ID=wall3_p; q=3; r=360; x=17; y=32;
[Item] ID=roof2_nice; q=5; x=17; y=32;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=32;
[Item] ID=fade_f12; q=1; r=90; x=17; y=32;
[Item] ID=wall3_p; q=3; r=360; x=17; y=33;
[Item] ID=roof2_nice; q=5; x=17; y=33;
[Item] ID=fade_s_roof3_faint; q=1; x=17; y=33;
[Item] ID=fade_f5; q=1; r=90; x=17; y=33;
[Item] ID=wall1_p; q=3; x=17; y=34;
[Item] ID=fade_f1; q=1; x=17; y=34;
[Item] ID=cantBlackenTile; q=1; x=17; y=34;
[Item] ID=wall5_p; q=3; x=17; y=35;
[Item] ID=fade_f1; q=1; x=17; y=35;
[Item] ID=cantBlackenTile; q=1; x=17; y=35;
[Item] ID=fade_f1; q=1; x=17; y=36;
[Item] ID=fade_f1; q=1; x=17; y=37;
[Item] ID=fade_f1; q=1; x=17; y=38;
[Item] ID=fade_f1; q=1; x=17; y=39;
[Item] ID=fade_f1; q=1; x=17; y=40;
[Item] ID=fade_f1; q=1; x=17; y=41;
[Item] ID=fade_f1; q=1; x=17; y=42;
[Item] ID=fade_f1; q=1; x=17; y=43;
[Item] ID=fade_f1; q=1; x=17; y=44;
[Item] ID=fade_f1; q=1; x=17; y=45;
[Item] ID=fade_f1; q=1; x=17; y=46;
[Item] ID=fade_f1; q=1; x=17; y=47;
[Item] ID=fade_f1; q=1; x=17; y=48;
[Item] ID=fade_f1; q=1; x=17; y=49;
[Item] ID=fade_f1; q=1; x=17; y=50;
[Item] ID=fade_f1; q=1; x=17; y=51;
[Item] ID=fade_f1; q=1; x=17; y=52;
[Item] ID=fade_s_diag_half1; q=1; r=-180; x=17; y=53;
[Item] ID=fade_s_diag_half2; q=1; r=-180; x=17; y=53;
[Item] ID=wall3_style3_p; q=1; x=17; y=54;
[Item] ID=fade_f5; q=1; x=17; y=54;
[Item] ID=pebbles2; q=1; x=17; y=55;
[Item] ID=fence_NW; q=1; x=17; y=58;
[Item] ID=lamp_wall; q=1; oX=0; oY=-8; x=17; y=58;
[Item] ID=fence_E; q=1; r=-360; x=17; y=59;
[Item] ID=fence_E; q=1; r=-360; x=17; y=60;
[Item] ID=fence_E; q=1; x=17; y=61;
[Item] ID=fence_E; q=1; r=-360; x=17; y=62;
[Item] ID=fence_E; q=1; r=-360; x=17; y=63;
[Item] ID=fence_E; q=1; x=17; y=64;
[Item] ID=fence_SW; q=1; x=17; y=65;
[Item] ID=wall2_p; q=3; x=18; y=20;
[Item] ID=roof2_back; q=4; x=18; y=20;
[Item] ID=roof2_top_nice; q=4; x=18; y=21;
[Item] ID=shelves_big_stuff2; q=1; r=-360; x=18; y=21;
