[Zone]  ID=zElecMtn1a; dark=False; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; boatZone=False; wind=True; overworld=False; canDropItems=True; 
 travelSong=; travelSongVolume=1; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=12; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p70; zoneGrassPalette=overworld1; zoneGrassDarkPalette=pGreen2; zoneStonePalette=pGreyD; zoneStoneDarkPalette=pGreyD2; zoneStoneLightPalette=pGreyD; zoneWaterPalette=pBlue; zoneDirtDarkPalette=p70; zoneWoodPalette=pWood; zoneWoodDarkPalette=pWoodDark; zoneMisc1Palette=p9; zoneMisc2Palette=p12; zoneMisc3Palette=pRed; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; 

[Item] ID=rubble; q=1; x=0; y=36;
[Item] ID=rubble; q=1; x=22; y=49;
[Item] ID=rubble; q=1; x=22; y=53;
[Item] ID=rubble; q=1; x=22; y=56;
[Item] ID=rubble; q=1; x=23; y=43;
[Item] ID=boulder3; q=1; x=23; y=44;
[Item] ID=boulder3; q=1; r=-360; x=23; y=56;
[Item] ID=rubble; q=1; x=23; y=57;
[Item] ID=cliff_rock; q=1; x=24; y=55;
[Item] ID=rubble; q=1; x=24; y=56;
[Item] ID=rubble; q=1; x=25; y=43;
[Item] ID=hazard_lightning_perma; q=1; x=25; y=47;
[Item] ID=rubble; q=1; x=25; y=49;
[Item] ID=rubble; q=1; x=25; y=56;
[Item] ID=rubble; q=1; x=25; y=57;
[Item] ID=boulder3; q=1; x=25; y=58;
[Item] ID=hazard_lightning_perma; q=1; x=26; y=43;
[Item] ID=boulder3; q=1; x=27; y=43;
[Item] ID=rubble; q=1; x=27; y=44;
[Item] ID=rubble; q=1; x=27; y=56;
[Item] ID=rubble; q=1; x=27; y=57;
[Item] ID=rubble; q=1; x=28; y=43;
[Item] ID=boulder3; q=1; x=28; y=52;
[Item] ID=rubble; q=1; x=29; y=42;
[Item] ID=rubble; q=1; x=29; y=52;
[Item] ID=rubble; q=1; x=29; y=60;
[Item] ID=rubble; q=1; x=30; y=42;
[Item] ID=rubble; q=1; x=30; y=46;
[Item] ID=rubble; q=1; x=30; y=52;
[Item] ID=boulder3; q=1; x=30; y=53;
[Item] ID=rubble; q=1; x=30; y=61;
[Item] ID=rubble; q=1; x=31; y=58;
[Item] ID=boulder3; q=1; x=31; y=61;
[Item] ID=rubble; q=1; x=32; y=62;
[Item] ID=boulder3; q=1; x=33; y=47;
[Item] ID=rubble; q=1; x=33; y=61;
[Item] ID=rubble; q=1; x=34; y=61;
[Item] ID=travelPoint_0; q=1; r=270; x=37; y=62;
[Item] ID=rubble; q=1; x=38; y=42;
[Item] ID=rubble; q=1; x=39; y=48;
[Item] ID=rubble; q=1; x=39; y=49;
[Item] ID=rubble; q=1; x=39; y=50;
[Item] ID=rubble; q=1; x=39; y=51;
[Item] ID=boulder3; q=1; x=39; y=52;
[Item] ID=rubble; q=1; x=40; y=42;
[Item] ID=rubble; q=1; x=41; y=42;
[Item] ID=rubble; q=1; x=41; y=55;
[Item] ID=rubble; q=1; x=41; y=62;
[Item] ID=boulder3; q=1; x=42; y=46;
[Item] ID=rubble; q=1; x=42; y=47;
[Item] ID=rubble; q=1; x=42; y=48;
[Item] ID=rubble; q=1; x=42; y=49;
[Item] ID=cliff_rock; q=1; x=42; y=53;
[Item] ID=boulder3; q=1; x=42; y=55;
[Item] ID=rubble; q=1; x=42; y=56;
[Item] ID=boulder3; q=1; x=43; y=50;
[Item] ID=rubble; q=1; x=44; y=44;
[Item] ID=rubble; q=1; x=44; y=46;
[Item] ID=rubble; q=1; x=44; y=50;
[Item] ID=cliff_rock; q=1; x=44; y=52;
[Item] ID=rubble; q=1; x=44; y=55;
[Item] ID=rubble; q=1; x=44; y=61;
[Item] ID=rubble; q=1; x=45; y=55;
[Item] ID=boulder3; q=1; x=46; y=45;
[Item] ID=rubble; q=1; x=46; y=50;
[Item] ID=rubble; q=1; x=46; y=60;
[Item] ID=rubble; q=1; x=47; y=50;
[Item] ID=rubble; q=1; x=47; y=57;
[Item] ID=rubble; q=1; x=47; y=60;
[Item] ID=boulder3; q=1; x=48; y=57;
[Item] ID=rubble; q=1; x=49; y=57;
[Item] ID=rubble; q=1; x=57; y=57;
[Item] ID=rubble; q=1; x=58; y=57;
[Item] ID=rubble; q=1; x=59; y=60;
[Item] ID=rubble; q=1; x=65; y=57;
[Item] ID=rubble; q=1; x=66; y=57;
[Item] ID=rubble; q=1; x=66; y=60;
[Item] ID=rubble; q=1; x=67; y=57;
[Item] ID=rubble; q=1; x=68; y=60;
[Item] ID=rubble; q=1; x=69; y=57;



[Trigger] numID=0; aliasID=;
topX=34;topY=64;btmX=41;btmY=69;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=0; effectID=travel_leaveLocation; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=1; aliasID=;
topX=29;topY=65;btmX=31;btmY=66;
triggerImmediatelyOnEnteringZone=True; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=1; effectID=weather; sValue=storm; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



